"","SensorName","Date","Time","User","SensorID","delta_t","Unit...7","Value","Unit...9","Mode","Phase","Unit...12","Amplitude","Unit...14","Temp","Unit...16","patm","Unit...18","Salinity","Unit...20","Error","Cal0","Unit...23","T0","Unit...25","O2-2nd","Unit...27","Cal2nd","Unit...29","T2nd","Unit...31","CalPressure","Unit...33","f1","dPhi1","dkSv1","dPhi2","dkSv2","m","Cal Mode","SignalLEDCurrent","ReferenceLEDCurrent","ReferenceAmplitude","DeviceSerial","FwVersion","SensorType","BatchID","Calibration Date","Sensor lot","PreSens calibrated Sensor","Battery Voltage","Unit...52","Sequence","FileName","MOATS","Treatment","LoadingLocation","GlassVialNumber","Species","TelsonLength (mm)","Size","TrialID","dateTime","KrillID","RESPRound","Unit...66","percentDOassumpt","assumedSatDOmg","percentDO","obseveredSatDOmg","actualDOmg","CorTemp","SalinityConstant","assumed_vialVol","unique_vialVol","krilldensity","oxygen"
"772","KriLR223","28-Oct-19",2019-10-28 19:25:42,"default",175346924,0.505833333333333,"min",8.617,"mg/l","humid",29.171,"deg",37881,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37697,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.025,"V",4,"2019.10.28_RESPR_T2","2","CHG","B2",4,"Euphausia pacifica","3.08",0.0215,"Trial02",2019-10-28 19:25:42,"Trial02_KriLR223","T2Round3","hour",0.946959014592709,9.09965464947414,0.946959014592709,9.09965464947414,8.617,11,30.3,0.02806,0.0280385,2.15e-05,241.6077545
"773","KriLR223","28-Oct-19",2019-10-28 19:25:43,"default",175346924,0.506166666666667,"min",8.619,"mg/l","humid",29.168,"deg",37625,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37706,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.027,"V",4,"2019.10.28_RESPR_T2","2","CHG","B2",4,"Euphausia pacifica","3.08",0.0215,"Trial02",2019-10-28 19:25:43,"Trial02_KriLR223","T2Round3","hour",0.947178803153599,9.09965464947414,0.947178803153599,9.09965464947414,8.619,11,30.3,0.02806,0.0280385,2.15e-05,241.6638315
"774","KriLR223","28-Oct-19",2019-10-28 19:25:44,"default",175346924,0.506333333333333,"min",8.632,"mg/l","humid",29.152,"deg",37564,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37704,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.025,"V",4,"2019.10.28_RESPR_T2","2","CHG","B2",4,"Euphausia pacifica","3.08",0.0215,"Trial02",2019-10-28 19:25:44,"Trial02_KriLR223","T2Round3","hour",0.948607428799381,9.09965464947414,0.948607428799381,9.09965464947414,8.632,11,30.3,0.02806,0.0280385,2.15e-05,242.028332
"775","KriLR223","28-Oct-19",2019-10-28 19:25:45,"default",175346924,0.506666666666667,"min",8.624,"mg/l","humid",29.162,"deg",36912,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37706,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.025,"V",4,"2019.10.28_RESPR_T2","2","CHG","B2",4,"Euphausia pacifica","3.08",0.0215,"Trial02",2019-10-28 19:25:45,"Trial02_KriLR223","T2Round3","hour",0.947728274555823,9.09965464947414,0.947728274555823,9.09965464947414,8.624,11,30.3,0.02806,0.0280385,2.15e-05,241.804024
"776","KriLR224","28-Oct-19",2019-10-28 19:25:53,"default",376513521,0.508833333333333,"min",8.999,"mg/l","humid",28.696,"deg",38644,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37746,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.031,"V",5,"2019.10.28_RESPR_T2","blank","blank","B4",5,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:25:53,"Trial02_KriLR224","T2Round3","hour",0.988938629722617,9.09965464947414,0.988938629722617,9.09965464947414,8.999,11,30.3,0.02806,0.02806,0,252.51194
"777","KriLR224","28-Oct-19",2019-10-28 19:25:54,"default",376513521,0.509166666666667,"min",9.003,"mg/l","humid",28.691,"deg",39623,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37694,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.033,"V",5,"2019.10.28_RESPR_T2","blank","blank","B4",5,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:25:54,"Trial02_KriLR224","T2Round3","hour",0.989378206844396,9.09965464947414,0.989378206844396,9.09965464947414,9.003,11,30.3,0.02806,0.02806,0,252.62418
"778","KriLR224","28-Oct-19",2019-10-28 19:25:55,"default",376513521,0.5095,"min",8.999,"mg/l","humid",28.696,"deg",39709,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37710,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.027,"V",5,"2019.10.28_RESPR_T2","blank","blank","B4",5,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:25:55,"Trial02_KriLR224","T2Round3","hour",0.988938629722617,9.09965464947414,0.988938629722617,9.09965464947414,8.999,11,30.3,0.02806,0.02806,0,252.51194
"779","KriLR224","28-Oct-19",2019-10-28 19:25:56,"default",376513521,0.509666666666667,"min",9.012,"mg/l","humid",28.68,"deg",39691,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37714,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.025,"V",5,"2019.10.28_RESPR_T2","blank","blank","B4",5,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:25:56,"Trial02_KriLR224","T2Round3","hour",0.990367255368399,9.09965464947414,0.990367255368399,9.09965464947414,9.012,11,30.3,0.02806,0.02806,0,252.87672
"780","KriLR224","28-Oct-19",2019-10-28 19:25:57,"default",376513521,0.51,"min",9.01,"mg/l","humid",28.682,"deg",39467,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37718,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.026,"V",5,"2019.10.28_RESPR_T2","blank","blank","B4",5,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:25:57,"Trial02_KriLR224","T2Round3","hour",0.99014746680751,9.09965464947414,0.99014746680751,9.09965464947414,9.01,11,30.3,0.02806,0.02806,0,252.8206
"781","KriLR224","28-Oct-19",2019-10-28 19:25:58,"default",376513521,0.510333333333333,"min",9.014,"mg/l","humid",28.677,"deg",40189,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37719,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.025,"V",5,"2019.10.28_RESPR_T2","blank","blank","B4",5,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:25:58,"Trial02_KriLR224","T2Round3","hour",0.990587043929289,9.09965464947414,0.990587043929289,9.09965464947414,9.014,11,30.3,0.02806,0.02806,0,252.93284
"782","KriLR224","28-Oct-19",2019-10-28 19:25:59,"default",376513521,0.5105,"min",9.02,"mg/l","humid",28.67,"deg",40066,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37715,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.025,"V",5,"2019.10.28_RESPR_T2","blank","blank","B4",5,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:25:59,"Trial02_KriLR224","T2Round3","hour",0.991246409611957,9.09965464947414,0.991246409611957,9.09965464947414,9.02,11,30.3,0.02806,0.02806,0,253.1012
"783","KriLR224","28-Oct-19",2019-10-28 19:26:00,"default",376513521,0.510833333333333,"min",9.02,"mg/l","humid",28.67,"deg",39586,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37721,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.025,"V",5,"2019.10.28_RESPR_T2","blank","blank","B4",5,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:26:00,"Trial02_KriLR224","T2Round3","hour",0.991246409611957,9.09965464947414,0.991246409611957,9.09965464947414,9.02,11,30.3,0.02806,0.02806,0,253.1012
"784","KriLR224","28-Oct-19",2019-10-28 19:26:01,"default",376513521,0.511166666666667,"min",9.02,"mg/l","humid",28.67,"deg",40130,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37716,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.026,"V",5,"2019.10.28_RESPR_T2","blank","blank","B4",5,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:26:01,"Trial02_KriLR224","T2Round3","hour",0.991246409611957,9.09965464947414,0.991246409611957,9.09965464947414,9.02,11,30.3,0.02806,0.02806,0,253.1012
"785","KriLR224","28-Oct-19",2019-10-28 19:26:02,"default",376513521,0.511333333333333,"min",9,"mg/l","humid",28.694,"deg",38209,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37718,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.026,"V",5,"2019.10.28_RESPR_T2","blank","blank","B4",5,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:26:02,"Trial02_KriLR224","T2Round3","hour",0.989048524003062,9.09965464947414,0.989048524003062,9.09965464947414,9,11,30.3,0.02806,0.02806,0,252.54
"786","KriLR226","28-Oct-19",2019-10-28 19:26:30,"default",795669558,0.519166666666667,"min",8.681,"mg/l","humid",29.09,"deg",25475,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37758,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.034,"V",7,"2019.10.28_RESPR_T2","12","CUR","C5",7,"Euphausia pacifica","2.43",0.0227,"Trial02",2019-10-28 19:26:30,"Trial02_KriLR226","T2Round3","hour",0.953992248541175,9.09965464947414,0.953992248541175,9.09965464947414,8.681,11,30.3,0.02806,0.0280373,2.27e-05,243.3918013
"787","KriLR226","28-Oct-19",2019-10-28 19:26:31,"default",795669558,0.5195,"min",8.616,"mg/l","humid",29.172,"deg",39976,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37748,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.027,"V",7,"2019.10.28_RESPR_T2","12","CUR","C5",7,"Euphausia pacifica","2.43",0.0227,"Trial02",2019-10-28 19:26:31,"Trial02_KriLR226","T2Round3","hour",0.946849120312264,9.09965464947414,0.946849120312264,9.09965464947414,8.616,11,30.3,0.02806,0.0280373,2.27e-05,241.5693768
"788","KriLR226","28-Oct-19",2019-10-28 19:26:32,"default",795669558,0.519666666666667,"min",8.621,"mg/l","humid",29.166,"deg",40279,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37745,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.027,"V",7,"2019.10.28_RESPR_T2","12","CUR","C5",7,"Euphausia pacifica","2.43",0.0227,"Trial02",2019-10-28 19:26:32,"Trial02_KriLR226","T2Round3","hour",0.947398591714488,9.09965464947414,0.947398591714488,9.09965464947414,8.621,11,30.3,0.02806,0.0280373,2.27e-05,241.7095633
"789","KriLR226","28-Oct-19",2019-10-28 19:26:33,"default",795669558,0.52,"min",8.619,"mg/l","humid",29.169,"deg",40034,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37735,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.027,"V",7,"2019.10.28_RESPR_T2","12","CUR","C5",7,"Euphausia pacifica","2.43",0.0227,"Trial02",2019-10-28 19:26:33,"Trial02_KriLR226","T2Round3","hour",0.947178803153599,9.09965464947414,0.947178803153599,9.09965464947414,8.619,11,30.3,0.02806,0.0280373,2.27e-05,241.6534887
"790","KriLR227","28-Oct-19",2019-10-28 19:26:41,"default",156619748,0.522166666666667,"min",8.187,"mg/l","humid",29.738,"deg",48933,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37771,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.033,"V",8,"2019.10.28_RESPR_T2","2","CHG","C5",8,"Euphausia pacifica","3.28",0.0373,"Trial02",2019-10-28 19:26:41,"Trial02_KriLR227","T2Round3","hour",0.899704474001452,9.09965464947414,0.899704474001452,9.09965464947414,8.187,11,30.3,0.02806,0.0280227,3.73e-05,229.4218449
"791","KriLR227","28-Oct-19",2019-10-28 19:26:42,"default",156619748,0.5225,"min",8.191,"mg/l","humid",29.732,"deg",48440,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37736,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.026,"V",8,"2019.10.28_RESPR_T2","2","CHG","C5",8,"Euphausia pacifica","3.28",0.0373,"Trial02",2019-10-28 19:26:42,"Trial02_KriLR227","T2Round3","hour",0.900144051123231,9.09965464947414,0.900144051123231,9.09965464947414,8.191,11,30.3,0.02806,0.0280227,3.73e-05,229.5339357
"792","KriLR227","28-Oct-19",2019-10-28 19:26:43,"default",156619748,0.522833333333333,"min",8.193,"mg/l","humid",29.729,"deg",48312,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37740,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.027,"V",8,"2019.10.28_RESPR_T2","2","CHG","C5",8,"Euphausia pacifica","3.28",0.0373,"Trial02",2019-10-28 19:26:43,"Trial02_KriLR227","T2Round3","hour",0.900363839684121,9.09965464947414,0.900363839684121,9.09965464947414,8.193,11,30.3,0.02806,0.0280227,3.73e-05,229.5899811
"793","KriLR227","28-Oct-19",2019-10-28 19:26:44,"default",156619748,0.523,"min",8.336,"mg/l","humid",29.538,"deg",47957,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37734,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.025,"V",8,"2019.10.28_RESPR_T2","2","CHG","C5",8,"Euphausia pacifica","3.28",0.0373,"Trial02",2019-10-28 19:26:44,"Trial02_KriLR227","T2Round3","hour",0.916078721787725,9.09965464947414,0.916078721787725,9.09965464947414,8.336,11,30.3,0.02806,0.0280227,3.73e-05,233.5972272
"794","KriLR227","28-Oct-19",2019-10-28 19:26:45,"default",156619748,0.523333333333333,"min",8.288,"mg/l","humid",29.602,"deg",48595,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37735,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.027,"V",8,"2019.10.28_RESPR_T2","2","CHG","C5",8,"Euphausia pacifica","3.28",0.0373,"Trial02",2019-10-28 19:26:45,"Trial02_KriLR227","T2Round3","hour",0.910803796326375,9.09965464947414,0.910803796326375,9.09965464947414,8.288,11,30.3,0.02806,0.0280227,3.73e-05,232.2521376
"795","KriLR227","28-Oct-19",2019-10-28 19:26:46,"default",156619748,0.523666666666667,"min",8.18,"mg/l","humid",29.747,"deg",48319,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37738,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.026,"V",8,"2019.10.28_RESPR_T2","2","CHG","C5",8,"Euphausia pacifica","3.28",0.0373,"Trial02",2019-10-28 19:26:46,"Trial02_KriLR227","T2Round3","hour",0.898935214038338,9.09965464947414,0.898935214038338,9.09965464947414,8.18,11,30.3,0.02806,0.0280227,3.73e-05,229.225686
"796","KriLR227","28-Oct-19",2019-10-28 19:26:47,"default",156619748,0.523833333333333,"min",8.193,"mg/l","humid",29.729,"deg",48278,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37727,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.03,"V",8,"2019.10.28_RESPR_T2","2","CHG","C5",8,"Euphausia pacifica","3.28",0.0373,"Trial02",2019-10-28 19:26:47,"Trial02_KriLR227","T2Round3","hour",0.900363839684121,9.09965464947414,0.900363839684121,9.09965464947414,8.193,11,30.3,0.02806,0.0280227,3.73e-05,229.5899811
"797","KriLR229","28-Oct-19",2019-10-28 19:27:08,"default",198535352,0.529666666666667,"min",8.332,"mg/l","humid",29.543,"deg",41474,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37780,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.034,"V",10,"2019.10.28_RESPR_T2","2","CHG","E5",10,"Euphausia pacifica","2.92",0.0308,"Trial02",2019-10-28 19:27:08,"Trial02_KriLR229","T2Round3","hour",0.915639144665946,9.09965464947414,0.915639144665946,9.09965464947414,8.332,11,30.3,0.02806,0.0280292,3.08e-05,233.5392944
"798","KriLR229","28-Oct-19",2019-10-28 19:27:09,"default",198535352,0.53,"min",8.336,"mg/l","humid",29.537,"deg",41806,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37750,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.031,"V",10,"2019.10.28_RESPR_T2","2","CHG","E5",10,"Euphausia pacifica","2.92",0.0308,"Trial02",2019-10-28 19:27:09,"Trial02_KriLR229","T2Round3","hour",0.916078721787725,9.09965464947414,0.916078721787725,9.09965464947414,8.336,11,30.3,0.02806,0.0280292,3.08e-05,233.6514112
"799","KriLR229","28-Oct-19",2019-10-28 19:27:10,"default",198535352,0.530333333333333,"min",8.33,"mg/l","humid",29.545,"deg",41610,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37745,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.027,"V",10,"2019.10.28_RESPR_T2","2","CHG","E5",10,"Euphausia pacifica","2.92",0.0308,"Trial02",2019-10-28 19:27:10,"Trial02_KriLR229","T2Round3","hour",0.915419356105056,9.09965464947414,0.915419356105056,9.09965464947414,8.33,11,30.3,0.02806,0.0280292,3.08e-05,233.483236
"800","KriLR229","28-Oct-19",2019-10-28 19:27:11,"default",198535352,0.5305,"min",8.351,"mg/l","humid",29.518,"deg",42010,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37740,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.029,"V",10,"2019.10.28_RESPR_T2","2","CHG","E5",10,"Euphausia pacifica","2.92",0.0308,"Trial02",2019-10-28 19:27:11,"Trial02_KriLR229","T2Round3","hour",0.917727135994397,9.09965464947414,0.917727135994397,9.09965464947414,8.351,11,30.3,0.02806,0.0280292,3.08e-05,234.0718492
"801","KriLR229","28-Oct-19",2019-10-28 19:27:12,"default",198535352,0.530833333333333,"min",8.346,"mg/l","humid",29.524,"deg",42679,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37739,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.028,"V",10,"2019.10.28_RESPR_T2","2","CHG","E5",10,"Euphausia pacifica","2.92",0.0308,"Trial02",2019-10-28 19:27:12,"Trial02_KriLR229","T2Round3","hour",0.917177664592173,9.09965464947414,0.917177664592173,9.09965464947414,8.346,11,30.3,0.02806,0.0280292,3.08e-05,233.9317032
"802","KriLR230","28-Oct-19",2019-10-28 19:27:23,"default",608397804,0.533833333333333,"min",9.201,"mg/l","humid",28.454,"deg",36408,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37785,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.034,"V",11,"2019.10.28_RESPR_T2","blank","blank","G1",11,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:27:23,"Trial02_KriLR230","T2Round3","hour",1.01113727437246,9.09965464947414,1.01113727437246,9.09965464947414,9.201,11,30.3,0.02806,0.02806,0,258.18006
"803","KriLR230","28-Oct-19",2019-10-28 19:27:24,"default",608397804,0.534166666666667,"min",9.22,"mg/l","humid",28.432,"deg",38088,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37764,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.027,"V",11,"2019.10.28_RESPR_T2","blank","blank","G1",11,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:27:24,"Trial02_KriLR230","T2Round3","hour",1.01322526570091,9.09965464947414,1.01322526570091,9.09965464947414,9.22,11,30.3,0.02806,0.02806,0,258.7132
"804","KriLR230","28-Oct-19",2019-10-28 19:27:25,"default",608397804,0.5345,"min",9.237,"mg/l","humid",28.412,"deg",37646,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37760,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.028,"V",11,"2019.10.28_RESPR_T2","blank","blank","G1",11,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:27:25,"Trial02_KriLR230","T2Round3","hour",1.01509346846848,9.09965464947414,1.01509346846848,9.09965464947414,9.237,11,30.3,0.02806,0.02806,0,259.19022
"805","KriLR230","28-Oct-19",2019-10-28 19:27:26,"default",608397804,0.534666666666667,"min",9.231,"mg/l","humid",28.419,"deg",38408,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37752,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.028,"V",11,"2019.10.28_RESPR_T2","blank","blank","G1",11,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:27:26,"Trial02_KriLR230","T2Round3","hour",1.01443410278581,9.09965464947414,1.01443410278581,9.09965464947414,9.231,11,30.3,0.02806,0.02806,0,259.02186
"806","KriLR230","28-Oct-19",2019-10-28 19:27:27,"default",608397804,0.535,"min",9.22,"mg/l","humid",28.431,"deg",38442,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37752,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.027,"V",11,"2019.10.28_RESPR_T2","blank","blank","G1",11,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:27:27,"Trial02_KriLR230","T2Round3","hour",1.01322526570091,9.09965464947414,1.01322526570091,9.09965464947414,9.22,11,30.3,0.02806,0.02806,0,258.7132
"807","KriLR230","28-Oct-19",2019-10-28 19:27:28,"default",608397804,0.535333333333333,"min",9.193,"mg/l","humid",28.463,"deg",37983,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,37756,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.027,"V",11,"2019.10.28_RESPR_T2","blank","blank","G1",11,"Euphausia pacifica","n/a",NA,"Trial02",2019-10-28 19:27:28,"Trial02_KriLR230","T2Round3","hour",1.01025812012891,9.09965464947414,1.01025812012891,9.09965464947414,9.193,11,30.3,0.02806,0.02806,0,257.95558
