"","SensorName","Date","Time","User","SensorID","delta_t","Unit...7","Value","Unit...9","Mode","Phase","Unit...12","Amplitude","Unit...14","Temp","Unit...16","patm","Unit...18","Salinity","Unit...20","Error","Cal0","Unit...23","T0","Unit...25","O2-2nd","Unit...27","Cal2nd","Unit...29","T2nd","Unit...31","CalPressure","Unit...33","f1","dPhi1","dkSv1","dPhi2","dkSv2","m","Cal Mode","SignalLEDCurrent","ReferenceLEDCurrent","ReferenceAmplitude","DeviceSerial","FwVersion","SensorType","BatchID","Calibration Date","Sensor lot","PreSens calibrated Sensor","Battery Voltage","Unit...52","Sequence","FileName","MOATS","Treatment","LoadingLocation","GlassVialNumber","Species","TelsonLength (mm)","Size","TrialID","dateTime","KrillID","RESPRound","Unit...66","percentDOassumpt","assumedSatDOmg","percentDO","obseveredSatDOmg","actualDOmg","CorTemp","SalinityConstant","assumed_vialVol","unique_vialVol","krilldensity","oxygen"
"1","KrilLR11","28-Oct-19",2019-10-28 14:25:02,"default",159906405,0.000333333333333333,"min",9.579,"mg/l","humid",28.019,"deg",3764,"uV",11,"∞C",1013,"mbar",30.3,"pmil",1,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38753,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.1,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61",0.0303,"Trial01",2019-10-28 14:25:02,"Trial01_KrilLR11","T1Round1","hour",1.05267731238059,9.09965464947414,1.05267731238059,9.09965464947414,9.579,11,30.3,0.02806,0.0280297,3.03e-05,268.4964963
"2","KrilLR11","28-Oct-19",2019-10-28 14:25:03,"default",159906405,5e-04,"min",9.45,"mg/l","humid",28.165,"deg",4358,"uV",11,"∞C",1013,"mbar",30.3,"pmil",1,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38750,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.1,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61",0.0303,"Trial01",2019-10-28 14:25:03,"Trial01_KrilLR11","T1Round1","hour",1.03850095020321,9.09965464947414,1.03850095020321,9.09965464947414,9.45,11,30.3,0.02806,0.0280297,3.03e-05,264.880665
"3","KrilLR11","28-Oct-19",2019-10-28 14:25:53,"default",159906405,0.0145,"min",9.109,"mg/l","humid",28.563,"deg",8021,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38789,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.142,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61",0.0303,"Trial01",2019-10-28 14:25:53,"Trial01_KrilLR11","T1Round1","hour",1.00102700057154,9.09965464947414,1.00102700057154,9.09965464947414,9.109,11,30.3,0.02806,0.0280297,3.03e-05,255.3225373
"4","KrilLR11","28-Oct-19",2019-10-28 14:25:54,"default",159906405,0.0146666666666667,"min",8.949,"mg/l","humid",28.757,"deg",12046,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38756,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.134,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61",0.0303,"Trial01",2019-10-28 14:25:54,"Trial01_KrilLR11","T1Round1","hour",0.983443915700378,9.09965464947414,0.983443915700378,9.09965464947414,8.949,11,30.3,0.02806,0.0280297,3.03e-05,250.8377853
"5","KrilLR11","28-Oct-19",2019-10-28 14:25:55,"default",159906405,0.015,"min",8.901,"mg/l","humid",28.815,"deg",12223,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38762,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.133,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61",0.0303,"Trial01",2019-10-28 14:25:55,"Trial01_KrilLR11","T1Round1","hour",0.978168990239028,9.09965464947414,0.978168990239028,9.09965464947414,8.901,11,30.3,0.02806,0.0280297,3.03e-05,249.4923597
"6","KrilLR11","28-Oct-19",2019-10-28 14:25:56,"default",159906405,0.0153333333333333,"min",8.955,"mg/l","humid",28.749,"deg",11341,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38757,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.132,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61",0.0303,"Trial01",2019-10-28 14:25:56,"Trial01_KrilLR11","T1Round1","hour",0.984103281383046,9.09965464947414,0.984103281383046,9.09965464947414,8.955,11,30.3,0.02806,0.0280297,3.03e-05,251.0059635
"7","KrilLR12","28-Oct-19",2019-10-28 14:26:03,"default",222108333,0.0171666666666667,"min",11.214,"mg/l","humid",26.353,"deg",1625,"uV",11,"∞C",1013,"mbar",30.3,"pmil",4,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38788,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.141,"V",2,"2019.10.28_RESPR_T1","blank","blank","A5",2,"Euphausia pacifica","n/a",NA,"Trial01",2019-10-28 14:26:03,"Trial01_KrilLR12","T1Round1","hour",1.23235446090781,9.09965464947414,1.23235446090781,9.09965464947414,11.214,11,30.3,0.02806,0.02806,0,314.66484
"8","KrilLR12","28-Oct-19",2019-10-28 14:26:04,"default",222108333,0.0175,"min",9.883,"mg/l","humid",27.684,"deg",3014,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38767,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.129,"V",2,"2019.10.28_RESPR_T1","blank","blank","A5",2,"Euphausia pacifica","n/a",NA,"Trial01",2019-10-28 14:26:04,"Trial01_KrilLR12","T1Round1","hour",1.08608517363581,9.09965464947414,1.08608517363581,9.09965464947414,9.883,11,30.3,0.02806,0.02806,0,277.31698
"9","KrilLR12","28-Oct-19",2019-10-28 14:26:05,"default",222108333,0.0178333333333333,"min",9.082,"mg/l","humid",28.595,"deg",14402,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38759,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.131,"V",2,"2019.10.28_RESPR_T1","blank","blank","A5",2,"Euphausia pacifica","n/a",NA,"Trial01",2019-10-28 14:26:05,"Trial01_KrilLR12","T1Round1","hour",0.998059854999534,9.09965464947414,0.998059854999534,9.09965464947414,9.082,11,30.3,0.02806,0.02806,0,254.84092
"10","KrilLR12","28-Oct-19",2019-10-28 14:26:06,"default",222108333,0.018,"min",9.128,"mg/l","humid",28.541,"deg",12800,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38760,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.131,"V",2,"2019.10.28_RESPR_T1","blank","blank","A5",2,"Euphausia pacifica","n/a",NA,"Trial01",2019-10-28 14:26:06,"Trial01_KrilLR12","T1Round1","hour",1.00311499189999,9.09965464947414,1.00311499189999,9.09965464947414,9.128,11,30.3,0.02806,0.02806,0,256.13168
"11","KrilLR12","28-Oct-19",2019-10-28 14:26:07,"default",222108333,0.0183333333333333,"min",9.042,"mg/l","humid",28.643,"deg",16200,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38750,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.133,"V",2,"2019.10.28_RESPR_T1","blank","blank","A5",2,"Euphausia pacifica","n/a",NA,"Trial01",2019-10-28 14:26:07,"Trial01_KrilLR12","T1Round1","hour",0.993664083781743,9.09965464947414,0.993664083781743,9.09965464947414,9.042,11,30.3,0.02806,0.02806,0,253.71852
"12","KrilLR13","28-Oct-19",2019-10-28 14:26:14,"default",201822008,0.0203333333333333,"min",9.431,"mg/l","humid",28.187,"deg",3160,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38792,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.141,"V",3,"2019.10.28_RESPR_T1","12","CUR","B2",3,"Euphausia pacifica","3.06",0.025,"Trial01",2019-10-28 14:26:14,"Trial01_KrilLR13","T1Round1","hour",1.03641295887476,9.09965464947414,1.03641295887476,9.09965464947414,9.431,11,30.3,0.02806,0.028035,2.5e-05,264.398085
"13","KrilLR13","28-Oct-19",2019-10-28 14:26:15,"default",201822008,0.0205,"min",8.979,"mg/l","humid",28.72,"deg",5889,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38749,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.135,"V",3,"2019.10.28_RESPR_T1","12","CUR","B2",3,"Euphausia pacifica","3.06",0.025,"Trial01",2019-10-28 14:26:15,"Trial01_KrilLR13","T1Round1","hour",0.986740744113721,9.09965464947414,0.986740744113721,9.09965464947414,8.979,11,30.3,0.02806,0.028035,2.5e-05,251.726265
"14","KrilLR13","28-Oct-19",2019-10-28 14:26:16,"default",201822008,0.0208333333333333,"min",9.195,"mg/l","humid",28.461,"deg",4411,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38755,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.133,"V",3,"2019.10.28_RESPR_T1","12","CUR","B2",3,"Euphausia pacifica","3.06",0.025,"Trial01",2019-10-28 14:26:16,"Trial01_KrilLR13","T1Round1","hour",1.01047790868979,9.09965464947414,1.01047790868979,9.09965464947414,9.195,11,30.3,0.02806,0.028035,2.5e-05,257.781825
"15","KrilLR13","28-Oct-19",2019-10-28 14:26:17,"default",201822008,0.0211666666666667,"min",9.415,"mg/l","humid",28.205,"deg",3484,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38756,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.134,"V",3,"2019.10.28_RESPR_T1","12","CUR","B2",3,"Euphausia pacifica","3.06",0.025,"Trial01",2019-10-28 14:26:17,"Trial01_KrilLR13","T1Round1","hour",1.03465465038765,9.09965464947414,1.03465465038765,9.09965464947414,9.415,11,30.3,0.02806,0.028035,2.5e-05,263.949525
"16","KrilLR14","28-Oct-19",2019-10-28 14:26:29,"default",641264370,0.0245,"min",9.122,"mg/l","humid",28.548,"deg",6402,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38790,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.141,"V",4,"2019.10.28_RESPR_T1","6","TMP","B4",4,"Euphausia pacifica","2.09",0.0193,"Trial01",2019-10-28 14:26:29,"Trial01_KrilLR14","T1Round1","hour",1.00245562621733,9.09965464947414,1.00245562621733,9.09965464947414,9.122,11,30.3,0.02806,0.0280407,1.93e-05,255.7872654
"17","KrilLR14","28-Oct-19",2019-10-28 14:26:30,"default",641264370,0.0246666666666667,"min",9.16,"mg/l","humid",28.502,"deg",5987,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38770,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.131,"V",4,"2019.10.28_RESPR_T1","6","TMP","B4",4,"Euphausia pacifica","2.09",0.0193,"Trial01",2019-10-28 14:26:30,"Trial01_KrilLR14","T1Round1","hour",1.00663160887423,9.09965464947414,1.00663160887423,9.09965464947414,9.16,11,30.3,0.02806,0.0280407,1.93e-05,256.852812
"18","KrilLR14","28-Oct-19",2019-10-28 14:26:31,"default",641264370,0.025,"min",9.118,"mg/l","humid",28.553,"deg",7021,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38763,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.13,"V",4,"2019.10.28_RESPR_T1","6","TMP","B4",4,"Euphausia pacifica","2.09",0.0193,"Trial01",2019-10-28 14:26:31,"Trial01_KrilLR14","T1Round1","hour",1.00201604909555,9.09965464947414,1.00201604909555,9.09965464947414,9.118,11,30.3,0.02806,0.0280407,1.93e-05,255.6751026
"19","KrilLR15","28-Oct-19",2019-10-28 14:26:42,"default",289892479,0.028,"min",8.787,"mg/l","humid",28.956,"deg",11982,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38788,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.136,"V",5,"2019.10.28_RESPR_T1","6","TMP","C1",5,"Euphausia pacifica","2.49",0.029,"Trial01",2019-10-28 14:26:42,"Trial01_KrilLR15","T1Round1","hour",0.965641042268323,9.09965464947414,0.965641042268323,9.09965464947414,8.787,11,30.3,0.02806,0.028031,2.9e-05,246.308397
"20","KrilLR15","28-Oct-19",2019-10-28 14:26:43,"default",289892479,0.0283333333333333,"min",8.723,"mg/l","humid",29.036,"deg",17909,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38772,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.133,"V",5,"2019.10.28_RESPR_T1","6","TMP","C1",5,"Euphausia pacifica","2.49",0.029,"Trial01",2019-10-28 14:26:43,"Trial01_KrilLR15","T1Round1","hour",0.958607808319857,9.09965464947414,0.958607808319857,9.09965464947414,8.723,11,30.3,0.02806,0.028031,2.9e-05,244.514413
"21","KrilLR15","28-Oct-19",2019-10-28 14:26:44,"default",289892479,0.0286666666666667,"min",8.691,"mg/l","humid",29.077,"deg",20678,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38767,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.132,"V",5,"2019.10.28_RESPR_T1","6","TMP","C1",5,"Euphausia pacifica","2.49",0.029,"Trial01",2019-10-28 14:26:44,"Trial01_KrilLR15","T1Round1","hour",0.955091191345623,9.09965464947414,0.955091191345623,9.09965464947414,8.691,11,30.3,0.02806,0.028031,2.9e-05,243.617421
"22","KrilLR16","28-Oct-19",2019-10-28 14:26:53,"default",106042040,0.0311666666666667,"min",9.357,"mg/l","humid",28.272,"deg",9431,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38779,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.139,"V",6,"2019.10.28_RESPR_T1","8","CHG","C3",6,"Euphausia pacifica","3.12",0.0437,"Trial01",2019-10-28 14:26:53,"Trial01_KrilLR16","T1Round1","hour",1.02828078212185,9.09965464947414,1.02828078212185,9.09965464947414,9.357,11,30.3,0.02806,0.0280163,4.37e-05,262.1485191
"23","KrilLR16","28-Oct-19",2019-10-28 14:26:54,"default",106042040,0.0313333333333333,"min",9.279,"mg/l","humid",28.362,"deg",9176,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38758,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.129,"V",6,"2019.10.28_RESPR_T1","8","CHG","C3",6,"Euphausia pacifica","3.12",0.0437,"Trial01",2019-10-28 14:26:54,"Trial01_KrilLR16","T1Round1","hour",1.01970902824716,9.09965464947414,1.01970902824716,9.09965464947414,9.279,11,30.3,0.02806,0.0280163,4.37e-05,259.9632477
"24","KrilLR16","28-Oct-19",2019-10-28 14:26:55,"default",106042040,0.0316666666666667,"min",9.078,"mg/l","humid",28.6,"deg",13269,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38755,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.13,"V",6,"2019.10.28_RESPR_T1","8","CHG","C3",6,"Euphausia pacifica","3.12",0.0437,"Trial01",2019-10-28 14:26:55,"Trial01_KrilLR16","T1Round1","hour",0.997620277877755,9.09965464947414,0.997620277877755,9.09965464947414,9.078,11,30.3,0.02806,0.0280163,4.37e-05,254.3319714
"25","KrilLR17","28-Oct-19",2019-10-28 14:27:06,"default",753661045,0.0346666666666667,"min",10.159,"mg/l","humid",27.39,"deg",2171,"uV",11,"∞C",1013,"mbar",30.3,"pmil",4,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38782,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.139,"V",7,"2019.10.28_RESPR_T1","8","CHG","C5",7,"Euphausia pacifica","3.13",0.0329,"Trial01",2019-10-28 14:27:06,"Trial01_KrilLR17","T1Round1","hour",1.11641599503857,9.09965464947414,1.11641599503857,9.09965464947414,10.159,11,30.3,0.02806,0.0280271,3.29e-05,284.7273089
"26","KrilLR17","28-Oct-19",2019-10-28 14:27:07,"default",753661045,0.035,"min",8.995,"mg/l","humid",28.7,"deg",8220,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38761,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.129,"V",7,"2019.10.28_RESPR_T1","8","CHG","C5",7,"Euphausia pacifica","3.13",0.0329,"Trial01",2019-10-28 14:27:07,"Trial01_KrilLR17","T1Round1","hour",0.988499052600838,9.09965464947414,0.988499052600838,9.09965464947414,8.995,11,30.3,0.02806,0.0280271,3.29e-05,252.1037645
"27","KrilLR17","28-Oct-19",2019-10-28 14:27:08,"default",753661045,0.0353333333333333,"min",8.908,"mg/l","humid",28.807,"deg",11004,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38755,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.13,"V",7,"2019.10.28_RESPR_T1","8","CHG","C5",7,"Euphausia pacifica","3.13",0.0329,"Trial01",2019-10-28 14:27:08,"Trial01_KrilLR17","T1Round1","hour",0.978938250202142,9.09965464947414,0.978938250202142,9.09965464947414,8.908,11,30.3,0.02806,0.0280271,3.29e-05,249.6654068
"28","KrilLR18","28-Oct-19",2019-10-28 14:27:16,"default",152418897,0.0375,"min",8.7,"mg/l","humid",29.066,"deg",9641,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38784,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.139,"V",8,"2019.10.28_RESPR_T1","12","CUR","E1",8,"Euphausia pacifica","3.37",0.0299,"Trial01",2019-10-28 14:27:16,"Trial01_KrilLR18","T1Round1","hour",0.956080239869626,9.09965464947414,0.956080239869626,9.09965464947414,8.7,11,30.3,0.02806,0.0280301,2.99e-05,243.86187
"29","KrilLR18","28-Oct-19",2019-10-28 14:27:17,"default",152418897,0.0378333333333333,"min",8.614,"mg/l","humid",29.175,"deg",12394,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38734,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.139,"V",8,"2019.10.28_RESPR_T1","12","CUR","E1",8,"Euphausia pacifica","3.37",0.0299,"Trial01",2019-10-28 14:27:17,"Trial01_KrilLR18","T1Round1","hour",0.946629331751375,9.09965464947414,0.946629331751375,9.09965464947414,8.614,11,30.3,0.02806,0.0280301,2.99e-05,241.4512814
"30","KrilLR18","28-Oct-19",2019-10-28 14:27:18,"default",152418897,0.038,"min",8.683,"mg/l","humid",29.087,"deg",9384,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38750,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.13,"V",8,"2019.10.28_RESPR_T1","12","CUR","E1",8,"Euphausia pacifica","3.37",0.0299,"Trial01",2019-10-28 14:27:18,"Trial01_KrilLR18","T1Round1","hour",0.954212037102065,9.09965464947414,0.954212037102065,9.09965464947414,8.683,11,30.3,0.02806,0.0280301,2.99e-05,243.3853583
"31","KrilLR18","28-Oct-19",2019-10-28 14:27:19,"default",152418897,0.0383333333333333,"min",8.623,"mg/l","humid",29.163,"deg",11478,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38747,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.131,"V",8,"2019.10.28_RESPR_T1","12","CUR","E1",8,"Euphausia pacifica","3.37",0.0299,"Trial01",2019-10-28 14:27:19,"Trial01_KrilLR18","T1Round1","hour",0.947618380275378,9.09965464947414,0.947618380275378,9.09965464947414,8.623,11,30.3,0.02806,0.0280301,2.99e-05,241.7035523
"32","KrilLR19","28-Oct-19",2019-10-28 14:27:28,"default",102620725,0.0408333333333333,"min",9.024,"mg/l","humid",28.665,"deg",8829,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38780,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.138,"V",9,"2019.10.28_RESPR_T1","blank","blank","E5",9,"Euphausia pacifica","n/a",NA,"Trial01",2019-10-28 14:27:28,"Trial01_KrilLR19","T1Round1","hour",0.991685986733737,9.09965464947414,0.991685986733737,9.09965464947414,9.024,11,30.3,0.02806,0.02806,0,253.21344
"33","KrilLR19","28-Oct-19",2019-10-28 14:27:28,"default",102620725,0.0408333333333333,"min",8.918,"mg/l","humid",28.794,"deg",9223,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38725,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.138,"V",9,"2019.10.28_RESPR_T1","blank","blank","E5",9,"Euphausia pacifica","n/a",NA,"Trial01",2019-10-28 14:27:28,"Trial01_KrilLR19","T1Round1","hour",0.980037193006589,9.09965464947414,0.980037193006589,9.09965464947414,8.918,11,30.3,0.02806,0.02806,0,250.23908
"34","KrilLR19","28-Oct-19",2019-10-28 14:27:29,"default",102620725,0.0411666666666667,"min",8.875,"mg/l","humid",28.847,"deg",10562,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38746,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.126,"V",9,"2019.10.28_RESPR_T1","blank","blank","E5",9,"Euphausia pacifica","n/a",NA,"Trial01",2019-10-28 14:27:29,"Trial01_KrilLR19","T1Round1","hour",0.975311738947464,9.09965464947414,0.975311738947464,9.09965464947414,8.875,11,30.3,0.02806,0.02806,0,249.0325
"35","KrilLR19","28-Oct-19",2019-10-28 14:27:30,"default",102620725,0.0413333333333333,"min",8.863,"mg/l","humid",28.862,"deg",11450,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38747,"SAAA0005000123","p1.4.0.6","PSt3","191028-0",191028,194400,1,6.126,"V",9,"2019.10.28_RESPR_T1","blank","blank","E5",9,"Euphausia pacifica","n/a",NA,"Trial01",2019-10-28 14:27:30,"Trial01_KrilLR19","T1Round1","hour",0.973993007582126,9.09965464947414,0.973993007582126,9.09965464947414,8.863,11,30.3,0.02806,0.02806,0,248.69578
