"SensorName","Date","Time","User","SensorID","delta_t","Unit","Value","Unit.1","Mode","Phase","Unit.2","Amplitude","Unit.3","Temp","Unit.4","patm","Unit.5","Salinity","Unit.6","Error","Cal0","Unit.7","T0","Unit.8","O2.2nd","Unit.9","Cal2nd","Unit.10","T2nd","Unit.11","CalPressure","Unit.12","f1","dPhi1","dkSv1","dPhi2","dkSv2","m","Cal.Mode","SignalLEDCurrent","ReferenceLEDCurrent","ReferenceAmplitude","DeviceSerial","FwVersion","SensorType","BatchID","Calibration.Date","Sensor.lot","PreSens.calibrated.Sensor","Battery.Voltage","Unit.13","Sequence","FileName","MOATS","Treatment","LoadingLocation","GlassVialNumber","Species","TelsonLength..mm.","Size","TrialID"
"KrilLR11             ","28-Oct-19","15:19:09","default              ",159906405,54.13,"min","8.566","mg/l","humid",29.237,"deg",5828,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38579,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.129,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","15:49:16","default              ",159906405,84.25,"min","8.061","mg/l","humid",29.911,"deg",16205,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38423,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.126,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","15:49:17","default              ",159906405,84.27,"min","8.061","mg/l","humid",29.91,"deg",17009,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38397,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.113,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","15:49:18","default              ",159906405,84.28,"min","8.112","mg/l","humid",29.84,"deg",13495,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38390,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.108,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","15:49:19","default              ",159906405,84.3,"min","8.051","mg/l","humid",29.924,"deg",19867,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38385,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.112,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","14:49:10","default              ",159906405,24.15,"min","---","mg/l","humid",13.445,"deg",253,"uV",11,"∞C",1013,"mbar",30.3,"pmil",2,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38626,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.134,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","14:34:04","default              ",159906405,9.05,"min","10.047","mg/l","humid",27.508,"deg",2071,"uV",11,"∞C",1013,"mbar",30.3,"pmil",4,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38681,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.134,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","14:34:05","default              ",159906405,9.07,"min","8.856","mg/l","humid",28.871,"deg",7079,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38658,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.125,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","16:19:08","default              ",159906405,114.12,"min","7.679","mg/l","humid",30.454,"deg",14813,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38256,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.11,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","16:04:38","default              ",159906405,99.62,"min","7.833","mg/l","humid",30.231,"deg",11189,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38242,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.107,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","14:49:11","default              ",159906405,24.17,"min","8.778","mg/l","humid",28.967,"deg",7806,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38609,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.126,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","14:49:12","default              ",159906405,24.18,"min","8.706","mg/l","humid",29.058,"deg",9476,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38607,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.126,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","14:49:13","default              ",159906405,24.2,"min","8.712","mg/l","humid",29.051,"deg",10026,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38598,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.126,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","15:19:12","default              ",159906405,54.18,"min","8.39","mg/l","humid",29.466,"deg",8284,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38570,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.129,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","16:04:39","default              ",159906405,99.63,"min","7.869","mg/l","humid",30.18,"deg",9966,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38240,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.107,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","15:19:10","default              ",159906405,54.15,"min","8.369","mg/l","humid",29.493,"deg",8932,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38574,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.124,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","15:19:11","default              ",159906405,54.17,"min","8.374","mg/l","humid",29.487,"deg",9576,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38574,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.129,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","14:34:06","default              ",159906405,9.08,"min","8.744","mg/l","humid",29.01,"deg",8973,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38656,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.123,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","16:34:13","default              ",159906405,129.2,"min","7.42","mg/l","humid",30.842,"deg",18142,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38394,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.109,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","14:34:07","default              ",159906405,9.1,"min","8.754","mg/l","humid",28.998,"deg",9072,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38654,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.126,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","16:34:11","default              ",159906405,129.17,"min","7.503","mg/l","humid",30.716,"deg",12925,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38426,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.125,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","16:04:35","default              ",159906405,99.57,"min","7.995","mg/l","humid",30.002,"deg",7156,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38273,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.115,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","15:34:06","default              ",159906405,69.08,"min","8.482","mg/l","humid",29.345,"deg",5686,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38529,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.136,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","15:34:07","default              ",159906405,69.1,"min","8.244","mg/l","humid",29.66,"deg",9406,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38496,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.128,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","16:34:14","default              ",159906405,129.22,"min","7.419","mg/l","humid",30.843,"deg",21221,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38395,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.11,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","16:04:37","default              ",159906405,99.6,"min","7.784","mg/l","humid",30.302,"deg",12738,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38242,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.105,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
"KrilLR11             ","28-Oct-19","16:34:12","default              ",159906405,129.18,"min","7.488","mg/l","humid",30.739,"deg",14025,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38398,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.108,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303","Trial01"
