"","Avg All Points Corrected Slopes","Med All Points Corrected Slopes","All Points Corrected Slopes SD"
"1",146.914898313771,102.677129488799,115.012568697489
"2",218.594783646367,201.09211907526,149.271133891731
"3",242.121901704105,178.991221313512,220.521013287895
